customer_id,signup_date,last_active_date,tenure_days,segment,plan_type,region,device,acquisition_channel,sessions_last_30d,avg_session_duration,feature_usage_score,engagement_score,revenue,lifetime_value,churn,churn_date,churn_reason
C1141,2024-11-11,2025-06-24,225,Individual,Standard,APAC,Desktop,Referral,10,8.81,92,37.8,207.86,670.42,0,,None
C1142,2024-06-19,2024-12-03,167,Individual,Basic,APAC,Desktop,Paid,48,3.65,14,20.8,446.57,1020.65,1,2024-12-09,Low Engagement
C1143,2024-12-21,2025-05-13,143,SMB,Basic,APAC,Desktop,Paid,4,1.02,64,13.0,135.31,204.15,1,2025-05-21,Price
C1144,2024-11-19,2025-02-03,76,Individual,Basic,EU,Mobile,Paid,6,3.01,53,16.7,154.5,316.38,1,2025-02-18,Service Issues
C1145,2024-05-12,2025-04-22,345,SMB,Basic,APAC,Mobile,Referral,18,4.06,29,18.1,45.5,122.63,1,2025-04-25,Low Engagement
C1146,2024-10-19,2024-11-04,16,Individual,Standard,EU,Desktop,Paid,28,9.92,92,44.2,401.88,1245.24,0,,None
C1147,2024-11-23,2024-12-16,23,SMB,Standard,APAC,Mobile,Organic,14,5.71,19,19.9,220.19,389.03,1,2025-01-09,Better Alternative
C1148,2024-05-06,2024-07-27,82,Enterprise,Standard,APAC,Desktop,Referral,34,2.84,32,18.7,129.98,223.71,1,2024-08-05,Service Issues
C1149,2024-04-15,2024-10-04,172,Individual,Standard,US,Desktop,Paid,46,4.01,99,34.1,131.26,438.96,1,2024-10-31,Service Issues
C1150,2024-04-01,2024-06-15,75,Enterprise,Standard,US,Mobile,Organic,36,3.97,85,29.9,452.67,1359.05,0,,None
C1151,2024-10-13,2025-10-04,356,Enterprise,Basic,US,Mobile,Organic,11,1.18,76,16.6,420.28,1126.17,1,2025-10-06,Low Engagement
C1152,2024-02-20,2024-07-08,139,SMB,Basic,EU,Mobile,Paid,29,2.22,6,12.3,285.69,868.03,1,2024-08-06,Low Engagement
C1153,2024-01-29,2024-08-31,215,Individual,Basic,EU,Mobile,Organic,19,7.26,7,23.0,315.73,744.4,1,2024-09-02,Low Engagement
C1154,2024-10-22,2025-08-03,285,SMB,Premium,APAC,Desktop,Paid,36,2.08,27,16.4,247.68,747.23,1,2025-08-30,Service Issues
C1155,2024-10-23,2025-07-15,265,Enterprise,Basic,EU,Mobile,Organic,2,3.08,44,14.7,208.0,466.67,0,,None
C1156,2024-08-01,2025-05-03,275,Individual,Basic,APAC,Mobile,Referral,8,4.16,72,22.8,459.43,913.43,1,2025-05-25,Better Alternative
C1157,2024-09-23,2024-10-27,34,Individual,Premium,EU,Desktop,Referral,40,7.82,88,40.8,80.29,237.5,0,,None
C1158,2024-09-13,2025-06-30,290,Enterprise,Premium,EU,Desktop,Referral,38,6.24,79,35.1,220.85,516.64,0,,None
C1159,2024-10-28,2025-07-17,262,Individual,Standard,EU,Desktop,Referral,25,7.2,73,34.0,185.39,641.96,1,2025-07-29,Low Engagement
C1160,2024-04-10,2025-02-23,319,Individual,Basic,US,Desktop,Referral,1,6.1,10,17.0,259.11,569.78,1,2025-03-13,Service Issues
C1161,2024-12-11,2025-10-05,298,Individual,Basic,EU,Mobile,Paid,22,7.15,30,26.8,239.66,801.29,1,2025-10-24,Better Alternative
C1162,2024-04-19,2024-10-09,173,Enterprise,Basic,US,Mobile,Referral,22,1.03,11,8.6,269.07,905.67,0,,None
C1163,2024-06-30,2024-10-12,104,SMB,Basic,US,Desktop,Referral,20,9.38,94,41.6,87.16,172.9,0,,None
C1164,2024-11-08,2025-08-14,279,SMB,Basic,EU,Desktop,Referral,15,2.0,77,19.5,266.31,824.61,1,2025-08-27,Service Issues
C1165,2024-01-01,2024-11-26,330,SMB,Basic,APAC,Mobile,Referral,8,4.66,50,20.8,136.36,322.65,1,2024-12-17,Better Alternative
C1166,2024-11-14,2025-03-13,119,Enterprise,Premium,APAC,Mobile,Organic,12,7.94,43,28.7,108.48,361.79,1,2025-04-07,Better Alternative
C1167,2024-02-24,2025-02-03,345,SMB,Basic,APAC,Mobile,Referral,27,4.92,95,32.0,51.12,122.7,1,2025-03-02,Low Engagement
C1168,2024-05-28,2025-04-12,319,Individual,Standard,EU,Mobile,Referral,26,9.52,49,36.3,386.07,1153.81,1,2025-04-20,Better Alternative
C1169,2024-11-04,2025-07-09,247,SMB,Standard,APAC,Mobile,Paid,16,5.21,16,18.6,225.17,548.05,1,2025-07-18,Low Engagement
C1170,2024-05-16,2024-06-19,34,SMB,Basic,US,Desktop,Organic,37,8.87,34,34.7,320.79,627.34,1,2024-07-17,Service Issues
C1171,2024-07-20,2024-12-17,150,Individual,Standard,APAC,Desktop,Paid,35,8.3,0,27.8,369.24,701.08,1,2024-12-21,Better Alternative
C1172,2024-11-08,2025-03-14,126,Enterprise,Basic,EU,Desktop,Referral,0,9.83,28,28.8,346.07,813.56,0,,None
C1173,2024-04-26,2024-05-30,34,SMB,Basic,APAC,Desktop,Paid,17,9.34,50,34.2,245.84,740.22,0,,None
C1174,2024-06-02,2024-08-29,88,Individual,Standard,US,Mobile,Paid,8,9.08,63,33.8,206.19,558.8,0,,None
C1175,2024-10-17,2025-01-02,77,SMB,Basic,EU,Desktop,Referral,12,7.58,3,21.8,200.46,576.78,0,,None
C1176,2024-03-03,2024-09-01,182,Individual,Premium,APAC,Mobile,Organic,39,4.3,86,31.4,327.22,675.6,1,2024-09-17,Better Alternative
C1177,2024-08-31,2024-09-21,21,Individual,Basic,EU,Mobile,Organic,44,1.96,27,17.8,257.5,634.19,1,2024-10-01,Low Engagement
C1178,2024-01-25,2024-11-17,297,SMB,Standard,EU,Mobile,Paid,14,7.2,15,23.0,427.58,679.34,1,2024-12-03,Low Engagement
C1179,2024-03-30,2024-08-14,137,Individual,Basic,EU,Mobile,Referral,42,9.81,62,42.2,439.86,1378.99,0,,None
C1180,2024-03-15,2024-06-28,105,Enterprise,Basic,APAC,Mobile,Paid,43,7.54,75,38.7,101.87,354.49,0,,None
C1181,2024-10-20,2025-01-29,101,Enterprise,Basic,EU,Mobile,Paid,45,9.36,52,40.2,85.39,197.57,0,,None
C1182,2024-07-28,2024-12-25,150,SMB,Standard,APAC,Mobile,Paid,3,8.24,84,33.8,322.59,490.96,0,,None
C1183,2024-12-12,2025-01-21,40,SMB,Premium,US,Desktop,Referral,32,2.47,16,15.0,164.59,302.78,1,2025-02-03,Price
C1184,2024-01-17,2024-12-25,343,Individual,Premium,APAC,Mobile,Referral,23,3.24,39,18.6,28.91,81.09,1,2025-01-01,Service Issues
C1185,2024-05-07,2024-06-05,29,SMB,Basic,US,Desktop,Organic,35,4.08,12,19.0,446.55,1216.47,1,2024-06-24,Low Engagement
C1186,2024-12-29,2025-06-02,155,Enterprise,Standard,APAC,Desktop,Referral,40,2.51,51,21.9,128.91,396.49,1,2025-06-06,Better Alternative
C1187,2024-09-07,2025-07-29,325,Enterprise,Standard,EU,Mobile,Paid,9,6.23,57,25.9,466.05,935.72,1,2025-08-26,Better Alternative
C1188,2024-06-27,2024-12-13,169,Enterprise,Standard,APAC,Mobile,Paid,35,9.78,95,45.7,364.37,1103.04,0,,None
C1189,2024-06-30,2025-06-23,358,SMB,Basic,EU,Desktop,Organic,19,7.85,36,28.8,386.07,1110.32,1,2025-07-05,Low Engagement
C1190,2024-05-31,2024-07-22,52,SMB,Standard,US,Desktop,Referral,40,4.81,78,31.7,116.7,250.39,1,2024-08-04,Price
C1191,2024-01-25,2024-10-14,263,Individual,Premium,APAC,Desktop,Paid,44,1.04,75,22.6,132.41,343.07,1,2024-10-18,Price
C1192,2024-06-28,2024-11-14,139,SMB,Basic,EU,Desktop,Organic,43,3.82,60,27.2,270.21,484.9,1,2024-12-12,Better Alternative
C1193,2024-07-16,2024-09-23,69,SMB,Premium,US,Mobile,Organic,10,5.74,78,28.0,102.61,246.79,1,2024-10-03,Price
C1194,2024-12-09,2025-05-18,160,SMB,Standard,US,Mobile,Paid,11,3.92,33,17.0,166.61,543.55,1,2025-05-25,Low Engagement
C1195,2024-06-09,2025-04-01,296,Enterprise,Basic,APAC,Mobile,Paid,17,2.0,69,18.8,174.3,408.28,1,2025-04-06,Price
C1196,2024-06-25,2024-07-09,14,Individual,Basic,US,Desktop,Referral,29,4.98,16,20.6,96.62,307.17,0,,None
C1197,2024-10-11,2025-07-13,275,SMB,Basic,EU,Mobile,Organic,43,3.28,19,19.6,118.49,317.61,1,2025-07-31,Better Alternative
C1198,2024-03-03,2025-02-20,354,SMB,Standard,US,Desktop,Paid,47,9.18,72,43.2,398.5,750.68,0,,None
C1199,2024-05-29,2024-10-15,139,SMB,Premium,US,Mobile,Organic,36,1.92,58,20.7,100.25,266.89,0,,None
C1200,2024-06-02,2025-03-05,276,Individual,Basic,EU,Desktop,Referral,19,1.44,68,17.6,33.66,84.55,0,,None
